Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
P10725	ALR1_BACSU	Alanine racemase 1 (EC 5.1.1.1)	alr1 alr dal BSU04640	Bacillus subtilis (strain 168)	5.1.1.1	43,265		BSU04640
O05227	MRPG_BACSU	Na(+)/H(+) antiporter subunit G (Mrp complex subunit G) (Multiple resistance and pH homeostasis protein G)	mrpG yufB BSU31660	Bacillus subtilis (strain 168)		13,626		BSU31660
P14577	RL16_BACSU	50S ribosomal protein L16	rplP BSU01230	Bacillus subtilis (strain 168)		16,190	3J9W;5NJT;6HA1;6HA8;6HTQ;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;	BSU01230
Q7WY60	MRPE_BACSU	Na(+)/H(+) antiporter subunit E (Mrp complex subunit E) (Multiple resistance and pH homeostasis protein E)	mrpE BSU31640	Bacillus subtilis (strain 168)		18,380		BSU31640
P54382	FOLD_BACSU	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD yqiA BSU24310	Bacillus subtilis (strain 168)	1.5.1.5; 3.5.4.9	30,685		BSU24310
Q45495	DEF2_BACSU	Peptide deformylase 2 (PDF 2) (EC 3.5.1.88) (Polypeptide deformylase 2)	defB ykrB BSU14560	Bacillus subtilis (strain 168)	3.5.1.88	20,656		BSU14560
P05654	PYRB_BACSU	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB BSU15490	Bacillus subtilis (strain 168)	2.1.3.2	34,224	2AT2;3R7D;3R7F;3R7L;	BSU15490
P23973	MENF_BACSU	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate mutase)	menF icsM BSU30830	Bacillus subtilis (strain 168)	5.4.4.2	52,812		BSU30830
P39773	GPMI_BACSU	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12) (Vegetative protein 107) (VEG107)	gpmI pgm BSU33910	Bacillus subtilis (strain 168)	5.4.2.12	56,309		BSU33910
P08821	DBH1_BACSU	DNA-binding protein HU 1 (DNA-binding protein II) (HB)	hupA dbpA hbs hbsU BSU22790	Bacillus subtilis (strain 168)		9,884		BSU22790
O34714	OXDC_BACSU	Oxalate decarboxylase OxdC (EC 4.1.1.2)	oxdC yvrK BSU33240	Bacillus subtilis (strain 168)	4.1.1.2	43,566	1J58;1L3J;1UW8;2UY8;2UY9;2UYA;2UYB;2V09;3S0M;4MET;5HI0;5VG3;6TZP;6UFI;	BSU33240
O34514	MENC_BACSU	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC ytfD BSU30780	Bacillus subtilis (strain 168)	4.2.1.113	41,629		BSU30780
P12879	RS8_BACSU	30S ribosomal protein S8 (BS8)	rpsH BSU01300	Bacillus subtilis (strain 168)		14,877	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV1;7QV2;7QV3;	BSU01300
P21471	RS10_BACSU	30S ribosomal protein S10 (BS13)	rpsJ tetA BSU01150	Bacillus subtilis (strain 168)		11,666	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV1;7QV2;7QV3;	BSU01150
P13484	TAGE_BACSU	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52) (Major teichoic acid biosynthesis protein E)	tagE gtaA rodD BSU35730	Bacillus subtilis (strain 168)	2.4.1.52	78,304		BSU35730
Q795Y4	FDHL_BACSU	Putative formate dehydrogenase YrhE (EC 1.17.1.9)	yrhE BSU27220	Bacillus subtilis (strain 168)	1.17.1.9	108,775		BSU27220
P94419	YCLO_BACSU	Petrobactin import system permease protein YclO	yclO BSU03810	Bacillus subtilis (strain 168)		35,474		BSU03810
O32033	URK_BACSU	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	udk BSU27330	Bacillus subtilis (strain 168)	2.7.1.48	24,487		BSU27330
O34598	GUAD_BACSU	Guanine deaminase (GDEase) (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	guaD gde BSU13170	Bacillus subtilis (strain 168)	3.5.4.3	17,156	1TIY;1WKQ;	BSU13170
Q04777	ALDC_BACSU	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	alsD BSU36000	Bacillus subtilis (strain 168)	4.1.1.5	28,799	5XNE;	BSU36000
O34510	YFMF_BACSU	Fe(3+)-citrate import ATP-binding protein YfmF (Ferric-citrate import ATP-binding protein) (EC 7.3.2.-)	yfmF BSU07490	Bacillus subtilis (strain 168)	7.3.2.-	29,458		BSU07490
P45857	ACDB_BACSU	Acyl-CoA dehydrogenase (EC 1.3.99.-)	mmgC yqiN BSU24150	Bacillus subtilis (strain 168)	1.3.99.-	40,941	5LNX;	BSU24150
O32140	PUCK_BACSU	Uric acid permease PucK	pucK yunK BSU32440	Bacillus subtilis (strain 168)		44,862		BSU32440
P37871	RPOC_BACSU	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC lpm std BSU01080	Bacillus subtilis (strain 168)	2.7.7.6	134,252	6WVJ;6WVK;6ZCA;6ZFB;7CKQ;7F75;	BSU01080
P54523	DXS_BACSU	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs yqiE BSU24270	Bacillus subtilis (strain 168)	2.2.1.7	69,559		BSU24270
P96704	YDGF_BACSU	Uncharacterized transporter YdgF	ydgF BSU05620	Bacillus subtilis (strain 168)		50,790		BSU05620
Q04789	ILVX_BACSU	Acetolactate synthase (EC 2.2.1.6) (ALS) (Acetohydroxy-acid synthase)	alsS BSU36010	Bacillus subtilis (strain 168)	2.2.1.6	62,004		BSU36010
P06224	SIGA_BACSU	RNA polymerase sigma factor SigA (Sigma-43) (Sigma-A)	sigA rpoD BSU25200	Bacillus subtilis (strain 168)		42,948	5MWW;7CKQ;7F75;	BSU25200
O31498	DNLJ_BACSU	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA lig yerG BSU06620	Bacillus subtilis (strain 168)	6.5.1.2	74,876		BSU06620
P70998	SPEE_BACSU	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE ywhF BSU37500	Bacillus subtilis (strain 168)	2.5.1.16	31,336	1IY9;	BSU37500
P46922	OPUAC_BACSU	Glycine betaine-binding protein OpuAC	opuAC BSU03000	Bacillus subtilis (strain 168)		32,215	2B4L;2B4M;3CHG;5NXX;	BSU03000
P21464	RS2_BACSU	30S ribosomal protein S2 (BS1) (Vegetative protein 209) (VEG209)	rpsB BSU16490	Bacillus subtilis (strain 168)		27,967	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV2;	BSU16490
P37487	PPAC_BACSU	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppaC BSU40550	Bacillus subtilis (strain 168)	3.6.1.1	33,989	1K23;1WPM;1WPN;2HAW;2IW4;	BSU40550
P49852	HMP_BACSU	Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)	hmp ane3 ykiA BSU13040	Bacillus subtilis (strain 168)	1.14.12.17	44,729		BSU13040
O34459	HISZ_BACSU	ATP phosphoribosyltransferase regulatory subunit	hisZ BSU34930	Bacillus subtilis (strain 168)		43,505		BSU34930
P35136	SERA_BACSU	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	serA BSU23070	Bacillus subtilis (strain 168)	1.1.1.95; 1.1.1.399	57,129		BSU23070
P39909	BLTD_BACSU	Spermine/spermidine N(1)-acetyltransferase (EC 2.3.1.57)	bltD bmr2D bmtD BSU26600	Bacillus subtilis (strain 168)	2.3.1.57	17,838		BSU26600
P17906	RSBX_BACSU	Phosphoserine phosphatase RsbX (EC 3.1.3.3) (Sigma-B negative effector)	rsbX BSU04740	Bacillus subtilis (strain 168)	3.1.3.3	22,144	3W40;3W41;3W42;3W43;3W44;3W45;	BSU04740
Q08352	DHA_BACSU	Alanine dehydrogenase (EC 1.4.1.1) (Stage V sporulation protein N)	ald ski22 spoVN BSU31930	Bacillus subtilis (strain 168)	1.4.1.1	39,684		BSU31930
P21465	RS3_BACSU	30S ribosomal protein S3 (BS3) (BS2)	rpsC BSU01220	Bacillus subtilis (strain 168)		24,323	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV1;7QV2;7QV3;	BSU01220
O34708	YFLA_BACSU	Uncharacterized transporter YflA	yflA BSU07750	Bacillus subtilis (strain 168)		50,641		BSU07750
P40402	SSUD_BACSU	Alkanesulfonate monooxygenase (EC 1.14.14.5) (FMNH2-dependent aliphatic sulfonate monooxygenase)	ssuD ygcA yzeC BSU08860	Bacillus subtilis (strain 168)	1.14.14.5	41,802		BSU08860
P24010	COX1_BACSU	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Caa-3605 subunit 1) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I) (Oxidase aa(3) subunit 1)	ctaD BSU14900	Bacillus subtilis (strain 168)	7.1.1.9	69,028		BSU14900
Q06320	CWLC_BACSU	Sporulation-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlC BSU17410	Bacillus subtilis (strain 168)	3.5.1.28	27,146	1X60;	BSU17410
O34886	YTCB_BACSU	Uncharacterized UDP-glucose epimerase YtcB (EC 4.-.-.-)	ytcB BSU30870	Bacillus subtilis (strain 168)	4.-.-.-	34,912		BSU30870
P26903	DPPB_BACSU	Dipeptide transport system permease protein DppB	dppB dciAB BSU12930	Bacillus subtilis (strain 168)		34,056		BSU12930
P80862	SERC_BACSU	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT) (Vegetative protein 234) (VEG234)	serC yhaF BSU10020	Bacillus subtilis (strain 168)	2.6.1.52	40,136		BSU10020
P94428	GABD_BACSU	Succinate-semialdehyde dehydrogenase [NADP(+)] (SSDH) (EC 1.2.1.79)	gabD ycnH BSU03910	Bacillus subtilis (strain 168)	1.2.1.79	50,262		BSU03910
O05235	YUGF_BACSU	Uncharacterized hydrolase YugF (EC 3.1.-.-)	yugF BSU31420	Bacillus subtilis (strain 168)	3.1.-.-	31,325		BSU31420
P24012	COX3_BACSU	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Caa-3605 subunit 3) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III) (Oxidase aa(3) subunit 3)	ctaE BSU14910	Bacillus subtilis (strain 168)	7.1.1.9	23,266		BSU14910
O31662	MTNA_BACSU	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase)	mtnA ykrS BSU13550	Bacillus subtilis (strain 168)	5.3.1.23	38,860	2YRF;2YVK;	BSU13550
Q06755	ISPD_BACSU	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD yacM BSU00900	Bacillus subtilis (strain 168)	2.7.7.60	25,843	5DDT;5DDV;5HS2;	BSU00900
P54422	GGT_BACSU	Glutathione hydrolase proenzyme (EC 3.4.19.13) (Gamma-glutamyltranspeptidase proenzyme) (EC 2.3.2.2) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	ggt BSU18410	Bacillus subtilis (strain 168)	3.4.19.13; 2.3.2.2	64,189	2V36;3A75;3WHQ;3WHR;3WHS;	BSU18410
P12042	PURL_BACSU	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL BSU06480	Bacillus subtilis (strain 168)	6.3.5.3	80,325		BSU06480
O32141	PUCL_BACSU	Uric acid degradation bifunctional protein PucL [Includes: 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (OHCU decarboxylase) (EC 4.1.1.97); Uricase (EC 1.7.3.3) (Urate oxidase)]	pucL yunL BSU32450	Bacillus subtilis (strain 168)	4.1.1.97; 1.7.3.3	56,560	6A4M;	BSU32450
P39787	DNAD_BACSU	DNA replication protein DnaD	dnaD BSU22350	Bacillus subtilis (strain 168)		27,639	2V79;	BSU22350
O34948	YKWC_BACSU	Uncharacterized oxidoreductase YkwC (EC 1.1.-.-)	ykwC BSU13960	Bacillus subtilis (strain 168)	1.1.-.-	30,711		BSU13960
O31753	DXR_BACSU	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr yluB BSU16550	Bacillus subtilis (strain 168)	1.1.1.267	42,537		BSU16550
O34984	YODQ_BACSU	Uncharacterized metallohydrolase YodQ (EC 3.-.-.-)	yodQ argE yokP BSU19710	Bacillus subtilis (strain 168)	3.-.-.-	48,555		BSU19710
O32179	PROD1_BACSU	Proline dehydrogenase 1 (PRODH 1) (EC 1.5.5.2) (Proline oxidase 1)	fadM yusM BSU32850	Bacillus subtilis (strain 168)	1.5.5.2	34,452		BSU32850
O05508	GMUD_BACSU	6-phospho-beta-glucosidase GmuD (EC 3.2.1.86) (Aryl-phospho-beta-D-glucosidase BglD) (Glucomannan utilization protein D)	gmuD bglD ydhP BSU05840	Bacillus subtilis (strain 168)	3.2.1.86	54,334		BSU05840
P50842	KDUD_BACSU	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) (2-keto-3-deoxygluconate 5-dehydrogenase) (2-keto-3-deoxygluconate oxidoreductase) (KDG oxidoreductase)	kduD BSU22140	Bacillus subtilis (strain 168)	1.1.1.127	27,186		BSU22140
P54531	DHLE_BACSU	Leucine dehydrogenase (LeuDH) (EC 1.4.1.9)	yqiT BSU24080	Bacillus subtilis (strain 168)	1.4.1.9	39,992		BSU24080
O32137	ALLB_BACSU	Allantoinase (EC 3.5.2.5) (Allantoin-utilizing enzyme)	allB pucH yunH BSU32410	Bacillus subtilis (strain 168)	3.5.2.5	48,331		BSU32410
P27621	TAGB_BACSU	Teichoic acid glycerol-phosphate primase (EC 2.7.8.44) (CDP-glycerol:N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase) (CDP-glycerol:glycerophosphate glycerophosphotransferase) (Major teichoic acid biosynthesis protein B) (Tag primase)	tagB BSU35760	Bacillus subtilis (strain 168)	2.7.8.44	44,554		BSU35760
O34744	SUMT_BACSU	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (S-adenosyl-L-methionine:uroporphyrinogen III methyltransferase) (SUMT) (Uroporphyrinogen III methylase) (UROM)	sumT ylnD BSU15610	Bacillus subtilis (strain 168)	2.1.1.107	28,516		BSU15610
O07918	YRAH_BACSU	Uncharacterized protein YraH	yraH BSU26940	Bacillus subtilis (strain 168)		15,135		BSU26940
P25995	PYRC_BACSU	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC BSU15500	Bacillus subtilis (strain 168)	3.5.2.3	46,533		BSU15500
P40806	PKSJ_BACSU	Polyketide synthase PksJ (PKS)	pksJ pksK BSU17180	Bacillus subtilis (strain 168)		562,814	4J1Q;4J1S;4NA1;4NA2;4NA3;5KTK;	BSU17180
P54540	YQJC_BACSU	Uncharacterized protein YqjC	yqjC BSU23930	Bacillus subtilis (strain 168)		15,742		BSU23930
P25053	TENI_BACSU	Thiazole tautomerase (EC 5.3.99.10)	tenI BSU11660	Bacillus subtilis (strain 168)	5.3.99.10	22,929	1YAD;3QH2;	BSU11660
P39605	NFRA1_BACSU	FMN reductase (NADPH) (EC 1.5.1.38) (NADPH-dependent FMN reductase) (NADPH-dependent nitro/flavin reductase) (NADPH-dependent nitroreductase) (NADPH-dependent oxidoreductase)	nfrA1 nfrA ywcG BSU38110 ipa-43d	Bacillus subtilis (strain 168)	1.5.1.38	28,320	3N2S;	BSU38110
O32168	METP_BACSU	Methionine import system permease protein MetP	metP yusB BSU32740	Bacillus subtilis (strain 168)		23,756		BSU32740
O06730	YISU_BACSU	Putative amino-acid transporter YisU	yisU BSU10870	Bacillus subtilis (strain 168)		24,066		BSU10870
P71067	LUTP_BACSU	L-lactate permease	lutP yvfH BSU34190	Bacillus subtilis (strain 168)		59,762		BSU34190
O32080	KTRA_BACSU	Ktr system potassium uptake protein A (K(+)-uptake protein KtrA)	ktrA yuaA BSU31090	Bacillus subtilis (strain 168)		24,882	1LSU;2HMS;2HMT;2HMU;2HMV;2HMW;4J7C;4J90;4J91;5BUT;6S2J;6S5B;6S5C;6S5D;6S5E;6S5G;6S5N;6S5O;6S7R;	BSU31090
P40406	NAGZ_BACSU	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase) (N-acetylglucosaminidase) (ORF1)	nagZ ybbD yzbA BSU01660	Bacillus subtilis (strain 168)	3.2.1.52	70,580	3BMX;3LK6;3NVD;4GYJ;4GYK;	BSU01660
P42919	RL2_BACSU	50S ribosomal protein L2 (BL2)	rplB BSU01190	Bacillus subtilis (strain 168)		30,274	3J3V;3J3W;3J9W;5NJT;6HA1;6HA8;6HTQ;6PPF;6PPK;6PVK;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;	BSU01190
P36839	ARGD_BACSU	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD BSU11220	Bacillus subtilis (strain 168)	2.6.1.11	40,978		BSU11220
P40747	YUXG_BACSU	Uncharacterized oxidoreductase YuxG (EC 1.-.-.-) (ORF2)	yuxG yulA BSU31220	Bacillus subtilis (strain 168)	1.-.-.-	76,020		BSU31220
O34769	PKSB_BACSU	Probable polyketide biosynthesis zinc-dependent hydrolase PksB (EC 3.-.-.-)	pksB BSU17090	Bacillus subtilis (strain 168)	3.-.-.-	25,908		BSU17090
O31667	MTNX_BACSU	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (HK-MTPenyl-1-P phosphatase) (EC 3.1.3.87)	mtnX ykrX BSU13600	Bacillus subtilis (strain 168)	3.1.3.87	27,002	2FEA;	BSU13600
P54482	ISPG_BACSU	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG yqfY BSU25070	Bacillus subtilis (strain 168)	1.17.7.3	40,583		BSU25070
O31567	YFIY_BACSU	Probable siderophore-binding lipoprotein YfiY	yfiY BSU08440	Bacillus subtilis (strain 168)		36,304		BSU08440
P46904	NATB_BACSU	ABC transporter permease protein NatB (ABC-type Na(+) transporter) (EC 7.2.2.4)	natB BSU02760	Bacillus subtilis (strain 168)	7.2.2.4	42,793		BSU02760
P29727	GUAA_BACSU	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA BSU06360	Bacillus subtilis (strain 168)	6.3.5.2	57,849		BSU06360
P37941	ODBB_BACSU	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta)	bfmBAB bfmB1b BSU24040	Bacillus subtilis (strain 168)	1.2.4.4	35,856		BSU24040
P37948	GLPT_BACSU	Glycerol-3-phosphate transporter (G-3-P transporter) (G-3-P permease)	glpT ybeE BSU02140	Bacillus subtilis (strain 168)		49,802		BSU02140
O32213	CYSI_BACSU	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	cysI yvgQ BSU33430	Bacillus subtilis (strain 168)	1.8.1.2	64,810		BSU33430
P39137	ROCE_BACSU	Amino-acid permease RocE	rocE BSU40330	Bacillus subtilis (strain 168)		51,634		BSU40330
O34932	COAE_BACSU	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE ytaG BSU29060	Bacillus subtilis (strain 168)	2.7.1.24	22,013		BSU29060
P81102	YODC_BACSU	Putative NAD(P)H nitroreductase YodC (EC 1.-.-.-)	yodC yolG BSU19550	Bacillus subtilis (strain 168)	1.-.-.-	22,340		BSU19550
O05259	MRPB_BACSU	Na(+)/H(+) antiporter subunit B (Mrp complex subunit B) (Multiple resistance and pH homeostasis protein B)	mrpB yufU BSU31610	Bacillus subtilis (strain 168)		15,294		BSU31610
O31773	PBPX_BACSU	Putative penicillin-binding protein PbpX	pbpX BSU16950	Bacillus subtilis (strain 168)		43,858		BSU16950
O34873	HMGCL_BACSU	Hydroxymethylglutaryl-CoA lyase YngG (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)	yngG BSU18230	Bacillus subtilis (strain 168)	4.1.3.4	32,644	1YDO;	BSU18230
P80865	SUCD_BACSU	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD BSU16100	Bacillus subtilis (strain 168)	6.2.1.5	31,382		BSU16100
Q45061	YNEP_BACSU	Putative acyl-CoA thioesterase YneP (EC 3.1.2.-)	yneP BSU18040	Bacillus subtilis (strain 168)	3.1.2.-	15,995		BSU18040
P39071	DHBA_BACSU	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) (Cold shock protein CSI14)	dhbA entA BSU32000	Bacillus subtilis (strain 168)	1.3.1.28	27,454		BSU32000
P54501	YQGX_BACSU	Probable metallo-hydrolase YqgX (EC 3.-.-.-)	yqgX BSU24790	Bacillus subtilis (strain 168)	3.-.-.-	23,225		BSU24790
O31676	QUED_BACSU	6-carboxy-5,6,7,8-tetrahydropterin synthase (CPH4 synthase) (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	queD ykvK BSU13730	Bacillus subtilis (strain 168)	4.1.2.50	16,468		BSU13730
Q06004	DHSO_BACSU	Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Glucitol dehydrogenase) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Xylitol dehydrogenase) (EC 1.1.1.9)	gutB BSU06150	Bacillus subtilis (strain 168)	1.1.1.-; 1.1.1.14; 1.1.1.9	38,390		BSU06150
P96618	ACPS_BACSU	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS ydcB BSU04620	Bacillus subtilis (strain 168)	2.7.8.7	13,718	1F7L;1F7T;1F80;	BSU04620
P16524	DAPX_BACSU	Probable N-acetyl-LL-diaminopimelate aminotransferase (EC 2.6.1.-) (Putative aminotransferase A)	dapX patA uat BSU14000	Bacillus subtilis (strain 168)	2.6.1.-	43,536		BSU14000
O31826	YNGI_BACSU	Putative acyl-CoA synthetase YngI (EC 6.2.1.-)	yngI BSU18250	Bacillus subtilis (strain 168)	6.2.1.-	61,429		BSU18250
O34677	GLNQ_BACSU	Glutamine transport ATP-binding protein GlnQ (EC 7.4.2.-)	glnQ BSU27430	Bacillus subtilis (strain 168)	7.4.2.-	27,168		BSU27430
O05240	YUGK_BACSU	Probable NADH-dependent butanol dehydrogenase 2 (EC 1.1.1.-)	yugK BSU31360	Bacillus subtilis (strain 168)	1.1.1.-	43,406		BSU31360
P13267	DPO3_BACSU	DNA polymerase III PolC-type (PolIII) (EC 2.7.7.7)	polC dnaF mutI BSU16580	Bacillus subtilis (strain 168)	2.7.7.7	162,663		BSU16580
O07584	PLSC_BACSU	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (1-acyl-G3P acyltransferase) (EC 2.3.1.n4) (Lysophosphatidic acid acyltransferase) (LPAAT) (Phosphatidic acid synthase) (PA synthase)	plsC yhdO BSU09540	Bacillus subtilis (strain 168)	2.3.1.n4	21,923		BSU09540
P26901	CATA_BACSU	Vegetative catalase (EC 1.11.1.6)	katA kat kat-19 BSU08820	Bacillus subtilis (strain 168)	1.11.1.6	54,791		BSU08820
P55910	LCTP_BACSU	L-lactate permease	lctP ycgC BSU03060	Bacillus subtilis (strain 168)		57,604		BSU03060
O34328	KGUA_BACSU	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk yloD BSU15680	Bacillus subtilis (strain 168)	2.7.4.8	23,218		BSU15680
P42237	GUDP_BACSU	Probable galactarate/D-glucarate transporter GudP	gudP ycbE BSU02480	Bacillus subtilis (strain 168)		49,244		BSU02480
P94418	YCLN_BACSU	Petrobactin import system permease protein YclN	yclN BSU03800	Bacillus subtilis (strain 168)		34,899		BSU03800
P25814	RNPA_BACSU	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA BSU41050	Bacillus subtilis (strain 168)	3.1.26.5	13,800	1A6F;4JG4;	BSU41050
P28819	PABA_BACSU	Aminodeoxychorismate/anthranilate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (EC 4.1.3.27) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA trpG BSU00750	Bacillus subtilis (strain 168)	2.6.1.85; 4.1.3.27	21,685		BSU00750
P37465	SYM_BACSU	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG metS BSU00380	Bacillus subtilis (strain 168)	6.1.1.10	76,188		BSU00380
P11045	DYR_BACSU	Dihydrofolate reductase (EC 1.5.1.3)	dfrA BSU21810	Bacillus subtilis (strain 168)	1.5.1.3	19,176		BSU21810
P51785	ILVD_BACSU	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9) (Vegetative protein 110) (VEG110)	ilvD BSU21870	Bacillus subtilis (strain 168)	4.2.1.9	59,500		BSU21870
P19638	UDPK_BACSU	Undecaprenol kinase (UdpK) (EC 2.7.1.66)	dgkA dgk yqxF BSU25310	Bacillus subtilis (strain 168)	2.7.1.66	13,639		BSU25310
O32272	TUAC_BACSU	Putative teichuronic acid biosynthesis glycosyltransferase TuaC (EC 2.4.-.-)	tuaC yvhC BSU35590	Bacillus subtilis (strain 168)	2.4.-.-	43,276		BSU35590
O34919	YOSS_BACSU	SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	yosS yojU BSU20020	Bacillus subtilis (strain 168)	3.6.1.23	16,148	2BAZ;2XX6;2XY3;2Y1T;4AO5;	BSU20020
P51833	RNC_BACSU	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc rncS BSU15930	Bacillus subtilis (strain 168)	3.1.26.3	28,425		BSU15930
